,Names,real
2934,ربيح عبدالقدوس شعيب,1
2935,صد هنروقف براء,0
2936,فاقةئ رحشظ شديد,0
2937,مشاعل حزم غسان,1
2938,فائقة اح هشدعيد,0
2939,خلف بلال قداح,1
2940,عبادة ئتفروقي برر,0
2941,فائقة حا شدعيىد,0
2942,ات شكور عبدإاعلاله,0
2943,ضرام وسيم دحام,1
2944,دريد نصرة ذاكر,1
2945,منذرة عبدالباسط عباس,1
2946,مرام عاطف بهيج,1
2947,فئة حثاكفظ شديد,0
2948,روان فارض سطام,1
2949,فائقة اف شغددصي,0
2950,اب ركان قآساوم,0
2951,بهلول ميمون رسمي,1
2952,قنوت عمير جرير,1
2953,يالىلمي عز يا,0
2954,زهية فايل أدهم,0
2955,عدبالزرقا تالا لاتب,0
2956,ؤيغة يامسني ربيح,0
2957,عياش فؤاد مارسيل,1
2958,رنيم بسام منقذ,1
2959,عبدالواحد رعد راجح,1
2960,هاجر مرشدي ملحم,1
2961,أيهم غيث مخلف,1
2962,افقئة حافظ شديد,0
2963,بسيم عبدالبصير رديف,1
2964,خاقل حافظ دشدي,0
2965,فئق غحهافظ شديد,0
2966,صفا معاذ غفار,1
2967,ابتسام رؤفا عصام,0
2968,جوهرة كعب ميبه,0
2969,باق ريضواين زمحام,0
2970,فائقة حتؤف شديد,0
2971,باسل زهير قطب,1
2972,زين داني حارب,1
2973,رسيم ريان نضال,1
2974,يقة رمقتإدي اعدب,0
2975,ائقة احظف شديد,0
2976,فئقة حافظ دشدي,0
2977,صفاء عماد طموح,1
2978,نوال ستاآ رينحاة,0
2979,ملةيءةا وارف فؤ,0
2980,زايد مشعل قتيبة,1
2981,افئةق حافظ شيءد,0
2982,فةق حافظ نشرديد,0
2983,ائة حظاف غشدييد,0
2984,رائف باسل هشام,1
2985,سادن قائد هبيرة,1
2986,جوان هاشم نواس,1
2987,عراد فهد عبدالرشيد,1
2988,ألطاف كريم سعدون,1
2989,جوى محرم قداح,1
2990,فائقة حظ ميشدفد,0
2991,رويشد سداد ساهر,1
2992,أنهار غزوان همام,1
2993,فائظقزة ظا شديد,0
2994,باسقة اح عغبدالغمناتن,0
2995,وخةل صب ظفخطين,0
2996,عوف تقي أرغد,1
2997,نشوة غالب معمر,1
2998,رانيا رفعت زاهي,1
2999,رجاء هائل عبيد,1
3000,شريح نجاد جودة,1
3001,بلال مصلح مزن,1
3002,بادركخة عدي ام,0
3003,فااتئقة حافظ شي,0
3004,إبراهيم ناصح بطاح,1
3005,ئةق حافظ شدحيؤد,0
3006,فاشئئقة حافظ دد,0
3007,سونيا أشرم عبدالجليل,1
3008,رأمن أكبر سيار,0
3009,رضا نوار ثروت,1
3010,فائقة حافظ ثدذش,0
3011,إيفكصحة أيسر ظر,0
3012,نشوة يشعئيب عط,0
3013,فائقة حافظ شتيد,0
3014,أحمد بهاء رشاد,1
3015,هناء عشير ناهي,1
3016,شاكر مجيب هجرس,1
3017,فائق حافظ شديد,0
3018,داود مهدي عائد,1
3019,طريفة قثم ضيف,1
3020,فائقة أحةظ شديد,0
3021,خالد أويس متعب,1
3022,وفائقسة حظ شديد,0
3023,زاكي عبدالخالق حاشد,1
3024,زياد فاروق بطاح,1
3025,عائد جلال هجرس,1
3026,عبدالبصير مفتاح فاتح,1
3027,نسيب سحين أزور,0
3028,رقانإيا ااهي أشجع,0
3029,أسماء عبدالحميد عائذ,1
3030,أشرف وارف رؤوف,1
3031,غروهيفة عض صقر,0
3032,هبة مجيد عيسى,1
3033,شكور هريرة كامل,1
3034,عصام مبخوت إسلام,1
3035,ريماس اضثلا فائقة,0
3036,ازدر ساجر كسفؤيان,0
3037,شيلاء بدر العابدين,1
3038,ئقة افحظ شقديقد,0
3039,سمية نواف أبان,1
3040,فائقة حافظ ءيءد,0
3041,دفىائقة حافظ شي,0
3042,أيمن هاجد عصام,1
3043,ائة حافظ اشديسد,0
3044,فائقة اح شؤدفيد,0
3045,أبان سهيل رائد,1
3046,شكري عبدالخالق بكار,1
3047,فقائة حافظ ديجد,0
3048,ركين مبرور سليم,1
3049,ظفار جلال سامر,1
3050,فائقة ىحاخفظ دد,0
3051,هدى مصباح ماهر,1
3052,ورايب عبدالغني بدكالحسك,0
3053,ليال سلطان جساس,1
3054,ممبروكوة طل يعبد,0
3055,ان بليغ صماكهر,0
3056,ندي تغلب ئوضهبة,0
3057,سارا اةغس صاعد,0
3058,ائقح افحظ شديد,0
3059,نورهان أغيد منيب,1
3060,فائقة حادظ شديد,0
3061,فائ حافظ بشددئي,0
3062,أتمانمي شد فراج,0
3063,كبرى هزاع عبدالرزاق,1
3064,ثدسمني نظمي نا,0
3065,وفيقة مخلص نصيف,1
3066,عبدالحي راتب مرشد,1
3067,جنا مؤيد ظاهر,1
3068,ذزينفة مضر حو,0
3069,غانم مراد ماهر,1
3070,فائقة فحاظ تشدد,0
3071,ود يجبر نصر,0
3072,ليال أكمل مهيوب,1
3073,غلاب محجن نصرة,1
3074,بجةل صاعد نوثا,0
3075,مارية سيف درغام,1
3076,ناجدة ملعفو جاسى,0
3077,فيحصة ماصلخضر صف,0
3078,تقي نورس أريب,1
3079,جعفر حزام عبدالحي,1
3080,سندس عالبار فظميتحا,0
3081,اقئ حافظ شصديهد,0
3082,عراب براء ميثم,1
3083,زكريا شيبان بطرس,1
3084,ولهانة ناشر ساعف,1
3085,أيهم ربيح عبدالرب,1
3086,فائئقصة احظف شي,0
3087,ضرام يعقوب عامر,1
3088,شيماء عمارة جمعان,1
3089,فئة حافظ ششدغيد,0
3090,ساهدة إسحاق رسمي,1
3091,عبدالمنعم ناشر ناصر,1
3092,عبدالشكور أشقر راشد,1
3093,حصة علي اسمط,0
3094,عبدالعظيم ربيع رباح,1
3095,نسيم داني جندل,1
3096,عبده ناشئ عرفة,1
3097,حسنين إسحاق كلاب,1
3098,حسن اسلم غوار,1
3099,لمى عراد نوار,1
3100,اشنارح رائد حثحم,0
3101,افقئة حف شدظيثد,0
3102,شعيب مناع أيمن,1
3103,فائقة افحظ دعيد,0
3104,فةق طحاوفظ شديد,0
3105,ود عمارة خليل,1
3106,ائة ةاحبظف شديد,0
3107,مطة زحىمظة أيهم,0
3108,امتياز باهر نصيف,1
3109,رفعت فهيد جامع,1
3110,بكر صادح محجن,1
3111,ناقة حافظ شديد,0
3112,ريحانة فضيل عابد,1
3113,سحر إنظعيم نو,0
3114,فاقةئ يحشا شديد,0
3115,شوقي عقل حارث,1
3116,ناجحة سييع فكري,0
3117,تمام منير نصرت,1
3118,فائقة حافظ ظددي,0
3119,يةعة أجيد رافد,0
3120,عايض عقيل شمس الدين,1
3121,غافر رويشد عوف,1
3122,فائقة صحافعظ دي,0
3123,صائن آدم غسان,1
3124,مش إحسنحي ظافر,0
3125,شكرية كنان عطا,1
3126,عبدي حارب عبدالرحمن,1
3127,جنى نوري راسم,1
3128,جراح مكم حزاؤهد,0
3129,ساهرة جبل ابراهيم,1
3130,صائن عيسى مقتدي,1
3131,فقة احظف شدؤيؤد,0
3132,فائقة حافظ شجدب,0
3133,اجتا ميثم نوردجة,0
3134,سيار صارم عطاء,1
3135,ابتؤهأال أم نصوح,0
3136,عبدالكريم عديل غوث,1
3137,مخلصة صعما اخضر,0
3138,عنترة مشتاق فياض,1
3139,رضي مهدي معن,1
3140,حصيف مارسيل نوار,1
3141,سميع جعفر سلمان,1
3142,كاظمة بشار نسيب,1
3143,سلطانة راجي جلال,1
3144,شهم مبارك ضياء,1
3145,افئفةظق حافظ دد,0
3146,حامد فتحي صائن,1
3147,أحم احديإن عبدالعزيز,0
3148,باغسطرة فؤاد من,0
3149,عسي شفيع هلوايري,0
3150,رسمية مكدر نؤضي,0
3151,ذبيان تغلب بهجت,1
3152,رافد شمس الدين غوث,1
3153,شهاجصر اضيء غا,0
3154,نسيم نوفل تامر,1
3155,دعجاء مطر أمجد,1
3156,افةئضةق حا شديد,0
3157,ميا فق مشهؤند,0
3158,بليغ أنعم عبدالقادر,1
3159,عوف ساهر رباح,1
3160,سدين ققساجم هم,0
3161,فائقة فضاظ شديد,0
3162,فائقة فظ ذدصشدي,0
3163,مشقؤبلة يد دريد,0
3164,عنمي ضعتابعة سمة,0
3165,عبدالعليم نهيان مدرك,1
3166,روغضنة عرهب فتحي,0
3167,سامح قعقاع جبل,1
3168,إبراهيم هجرس هزاع,1
3169,رزين عمارة راتب,1
3170,را ثصميحم مخلد,0
3171,نجد فولد رادش,0
3172,شريح فالح فالح,1
3173,أسامة عائد عنتر,1
3174,منتهى بهلول عبدالمجيد,1
3175,غنيم قثم عثمان,1
3176,اكيد رائض صختر,0
3177,فائقة حافظ ىؤدي,0
3178,خميس عقلة عازم,1
3179,منذرة زاخر أبان,1
3180,حنبل عمر كنعان,1
3181,غفار عكلة مطاوع,1
3182,الوري مفرس ناصر,0
3183,علاء الدين عبدالغني عكرمة,1
3184,فائقة اظ شدبيخد,0
3185,جنادة سميح عبدالرب,1
3186,أمارة راغب أشجع,1
3187,مو بعدالغني قساعصف,0
3188,ئقة آاحئظف شديد,0
3189,افزقثئة حافظ شد,0
3190,شجن لحسن كليب,0
3191,هاجر عميد نجم,1
3192,ائفقة حافظ قشتي,0
3193,شريةق كعب ييزد,0
3194,أغاريد تيسير رامز,1
3195,وتين نجيب بهجت,1
3196,نتاهأية نديم ظف,0
3197,فائقة حفظا شديد,0
3198,افعئشةق اف شديد,0
3199,آية صدافصي فر,0
3200,سبع فراس ضاوي,1
3201,رولا سد اشرةأف,0
3202,أريد مهاازن معصوم,0
3203,ربميدا عزب لم,0
3204,ندة فيغمأن خلدون,0
3205,دلال نبال حارث,1
3206,جاسم كمال جعفر,1
3207,راجحة زاكي نسيب,1
3208,ةفاؤئقة حا شديد,0
3209,فائقة اكحظ شديد,0
3210,فئاةق حافظ حشدد,0
3211,عبدالقدوس مهيب خلدون,1
3212,خزينة يزيد أخزم,1
3213,عروة مروان زبير,1
3214,ديم ضيغم كمال,1
3215,شوكت جمعان عيد,1
3216,غوث تميم ناصح,1
3217,فاطمة فراس سميح,1
3218,داوود عبدالمجيد طموح,1
3219,فاة حغاوفظ يشدد,0
3220,عذبة سارح ضاوي,1
3221,فائئقطة حافظ دي,0
3222,ميس مستور وائل,1
3223,سمراء بليغ عباد,1
3224,شهد يزيد بشار,1
3225,علياء ظنري حداد,0
3226,رائد تمام رسول,1
3227,عاطفة أمير جوةر,0
3228,فائقة حظوارف شد,0
3229,فاة فآحادظ شديد,0
3230,ثابت منير براء,1
3231,فائقة حافظ دتدد,0
3232,إيهاب عقال شريح,1
3233,نشوة راجي أشهب,1
3234,زمنية أيسن شمر,0
3235,حيفصةة جازم أن,0
3236,صادح نايف ناشد,1
3237,ضيغم مطلب سطام,1
3238,سدين أخزم عبدالرؤوف,1
3239,عبدالظاهر نايف حمزة,1
3240,فاتئقهة فح شديد,0
3241,صائنة بكر عبدالعزيز,1
3242,فائ حافظ يشثدحد,0
3243,فصيحة غبيب مضر,0
3244,فاق حافظ دبشددي,0
3245,غيد مدخل إناث,0
3246,فائقة حظاف ايفد,0
3247,رشوان حنبل حصيف,1
3248,ليباىل مس معد,0
3249,بطاح جميل جرير,1
3250,غفار فلوح رغال,1
3251,شجاع ظفير علي,1
3252,فائقة حافظ طشدي,0
3253,نبيهة ئنهر ناشئ,0
3254,غازي راجح خلف,1
3255,شديد داوود صاعد,1
3256,منذرة عماد نجيب,1
3257,إسحاق ناصح أنعم,1
3258,أسماء عبدالباسط عبدالقدوس,1
3259,شوكت أدهم سحيم,1
3260,لوزت بهرية داوت,0
3261,رافق رماح فارس,1
3262,شاهد عراب نعيم,1
3263,فائقة فظ شسدييد,0
3264,إياس ظاهر فلوح,1
3265,فائقة افكحكظ دد,0
3266,عنؤا جبر انيم,0
3267,ثواب رباح كرم,1
3268,ليالي شماخ عمارة,1
3269,فئق حافظ هشدديد,0
3270,جمعان أوس نظمي,1
3271,عبدالمجيد ربحي نعمت,1
3272,رأفت مطلق معاد,1
3273,عبدالرقيب عديل سامي,1
3274,متام قبته بشارة,0
3275,جساس مفتاح ساطع,1
3276,جراح أنور بهجت,1
3277,سلوى سرور ربيح,1
3278,جساس محرم عراد,1
3279,عبدالرشيد عبدالحفيظ أصيل,1
3280,منيبة دريد يعقوب,1
3281,وسن ناصر زياد,1
3282,فنن زاهر ذباح,1
3283,افتئثةق حافظ شد,0
3284,ندرا باهر فريزهم,0
3285,نجيحة نشىيبان بدالغ,0
3286,فائقة اح شؤديآد,0
3287,بكار مرحب مبروك,1
3288,حور نسيم ضاهر,1
3289,لميس ساهر مغيرة,1
3290,فتيحة أفنان نعيش,0
3291,فاتن تميم صمصام,1
3292,صاعد مهاب شمر,1
3293,يمنى ات دمصبخاح,0
3294,فمائزقة حافظ شد,0
3295,جبلة باسل فهمي,1
3296,أشهم خضر عبدالرحمن,1
3297,عنود رافع عتابة,1
3298,أكثم عبدالجبار فيصل,1
3299,خطاب غوار شوكت,1
3300,فائقة حفحظ شديد,0
3301,فائ حظاف شتدريد,0
3302,ساهدة جرير غنيم,1
3303,رهف جمبي فرفق,0
3304,خاتم نعيم منان,1
3305,صادر مروان فادي,1
3306,جسآا غناء وردة,0
3307,حزام مشتاق زين,1
3308,صديق رجب سالم,1
3309,عبدالرشيد مساعدة ذيلا,0
3310,رؤوف فراس مناف,1
3311,فاقةئ شحطافظ يد,0
3312,جميمةوغن فضيل سل,0
3313,باسل صابر مغوار,1
3314,أرغد فهيم فائز,1
3315,رابح إيهاب زاهر,1
3316,جمعان كنان عبدالمجيد,1
3317,افتخار نافع كاظم,1
3318,فائقة حظ ىشدهيد,0
3319,شوق قمشخ لطيف,0
3320,تيم مديد مبروك,1
3321,أمواج فاح عتؤميم,0
3322,ريم حمعنسس عجرم,0
3323,فقة حنايفظ شديد,0
3324,عروة ساعد ذباح,1
3325,بهيسة عكرمة باسط,1
3326,عبدالعليم سرور رغيب,1
3327,عبدالمجيد خلدون عقيل,1
3328,فاق حافظ شجدجيد,0
3329,إدراك نوار سعد,1
3330,ركان معاد عشير,1
3331,فائقة حفظا شديد,0
3332,سفيان خاتم سهل,1
3333,افة حافظ ءشديكد,0
3334,يسزة ونلف نزار,0
3335,منيبة صاعد أسمر,1
3336,سدر ذعطر شامخ,0
3337,فائقة حا صشدإيد,0
3338,مجيبة فضل نبيه,1
3339,ديدة ساطع رعجم,0
3340,فائقة بحضافظ شي,0
3341,عزة حنظلة رأفت,1
3342,فاة حافظ ثشدفيد,0
3343,عات ائعد قيابعوس,0
3344,جنا إسقحا صاشد,0
3345,منيرة بهجت حزام,1
3346,عقبة محرم دغيم,1
3347,اقة اذفحاظ شديد,0
3348,فائقة حاؤف شديد,0
3349,عبدالعزيز سلطان ورد,1
3350,رديف نجيب عجاج,1
3351,تماني مجاهد صثعب,0
3352,فقة حجافئظ دشدي,0
3353,مخيةغةث مور مراد,0
3354,عمارة معين رمزي,1
3355,شاصدذن دعاغرو صميم,0
3356,البندري قاسم عائذ,1
3357,أجيد بندر سلامة,1
3358,بسيم محسن رغال,1
3359,شانراف عبدالباقي ضالئ,0
3360,مظهر ختئة ريان,0
3361,نوال حسين حافظ,1
3362,جواهر باتل عكرمة,1
3363,بهيسة بكار أسلم,1
3364,فياإئقة حافظ دد,0
3365,فحي أرغد ممهدآي,0
3366,عبدالوهاب عبدالجليل عبدالخالق,1
3367,دانا حصيف شمر,1
3368,سنة اذنئضه سحر,0
3369,حريوة عبده ظشار,0
3370,عبدالغني صادر رحال,1
3371,دهرة بعود راغب,0
3372,أرجوان أعاي رابح,0
3373,فاق أاححظف شديد,0
3374,عبدالفتاح مشاري سعود,1
3375,فهدة عوف اوزية,0
3376,غيد يحيى فهد,1
3377,جرير ناصر الدين سبع,1
3378,مرهفة عويس عكلة,1
3379,رزق زايد ريان,1
3380,فاةئق حف شدآيلد,0
3381,لجينة سلمة اسلم,1
3382,كاظمة خاتم سمعون,1
3383,فائقة زحاطفظ يد,0
3384,فائقة حافظ شددي,0
3385,عبدالصمد عارف جدعان,1
3386,كاعلء مقتدي رشوان,0
